Variance,Skewness,Curtosis,Entropy,Class,Color
-6.7387,6.9879,0.67833,-7.5887,1.0,red
0.61652,3.8944,-4.7275,-4.3948,1.0,red
1.4479,-4.8794,8.3428,-2.1086,0.0,green
2.108,6.7955,-0.1708,0.4905,0.0,green
-4.3667,6.0692,0.57208,-5.4668,1.0,red
4.5459,8.1674,-2.4586,-1.4621,0.0,green
1.0194,1.1029,-2.3,0.59395,1.0,red
0.3292,-4.4552,4.5718,-0.9888,0.0,green
-6.5773,6.8017,0.85483,-7.5344,1.0,red
3.9994,0.90427,1.1693,1.6892,0.0,green
3.6181,-3.7454,2.8273,-0.71208,0.0,green
2.5328,7.528,-0.41929,-2.6478,0.0,green
4.1757,10.2615,-3.8552,-4.3056,0.0,green
-0.87834,3.257,-3.6778,-3.2944,1.0,red
2.093,8.3061,0.022844,-3.2724,0.0,green
-1.48,-10.5244,9.9176,-0.5026,1.0,red
3.9663,10.1684,-4.1131,-4.6056,0.0,green
3.8962,-4.7904,3.3954,-0.53751,0.0,green
1.3451,0.23589,-1.8785,1.3258,1.0,red
-1.6936,2.7852,-2.1835,-1.9276,1.0,red
3.4669,6.87,-1.0568,-0.73147,0.0,green
-2.8829,3.8964,-0.1888,-1.1672,1.0,red
3.9382,0.9291,0.78543,0.6767,0.0,green
5.8862,5.8747,-2.8167,-0.30087,0.0,green
-1.005,0.084831,-0.2462,0.45688,1.0,red
-2.5463,3.1101,-0.83228,-3.0358,1.0,red
3.5499,8.6165,-3.2794,-1.2009,0.0,green
-0.77995,3.2322,-3.282,-3.1004,1.0,red
-1.7886,-6.3486,5.6154,0.42584,1.0,red
4.0422,-4.391,4.7466,1.137,0.0,green
-1.8584,7.886,-1.6643,-1.8384,0.0,green
-2.4604,12.7302,0.91738,-7.6418,0.0,green
4.4338,9.887,-4.6795,-3.7483,0.0,green
1.0009,7.7846,-0.28219,-2.6608,0.0,green
-2.7723,3.2777,-0.9351,-3.1457,1.0,red
-1.4217,11.6542,-0.057699,-7.1025,0.0,green
4.1349,6.1189,-2.4294,-0.19613,0.0,green
3.884,10.0277,-3.9298,-4.0819,0.0,green
1.9321,6.0423,0.26019,-2.053,0.0,green
-1.239,-6.541,4.8151,-0.033204,1.0,red
-3.9698,3.6812,-0.60008,-4.0133,1.0,red
3.744,0.79459,0.95851,1.0077,0.0,green
0.3798,0.7098,0.7572,-0.4444,0.0,green
-4.1429,2.7749,0.68261,-0.71984,1.0,red
-2.0046,-0.49457,1.333,1.6543,1.0,red
-1.4106,-7.108,5.6454,0.31335,1.0,red
-3.6053,-5.974,10.0916,-0.82846,1.0,red
-3.6085,3.3253,-0.51954,-3.5737,1.0,red
-2.799,1.9679,-0.42357,-2.1125,1.0,red
-3.0061,-12.2377,11.9552,-2.1603,1.0,red
3.3299,0.91254,1.5806,0.39352,0.0,green
-1.9881,0.99945,-0.28562,-0.70044,1.0,red
1.0191,2.33,4.9334,0.82929,0.0,green
-2.3242,11.5176,1.8231,-5.375,0.0,green
4.1197,-2.7956,2.0707,0.67412,0.0,green
-4.2887,-7.8633,11.8387,-1.8978,1.0,red
2.2596,-0.033118,4.7355,-0.2776,0.0,green
4.8265,0.80287,1.6371,1.1875,0.0,green
4.0552,0.40143,1.4563,0.65343,0.0,green
-2.5912,-0.10554,1.2798,1.0414,1.0,red
-3.5741,3.944,-0.07912,-2.1203,1.0,red
0.51947,-3.2633,3.0895,-0.98492,0.0,green
4.5691,-4.4552,3.1769,0.0042961,0.0,green
1.9818,9.2621,-3.521,-1.872,0.0,green
3.3583,10.3567,-3.7301,-3.6991,0.0,green
-3.3458,-0.50491,2.6328,0.53705,1.0,red
3.7935,7.9853,-2.5477,-1.872,0.0,green
1.934,-9.2828e-06,4.816,-0.33967,0.0,green
-2.5961,-9.349,9.7942,-0.28018,1.0,red
-0.82053,0.65181,-0.48869,-0.52716,1.0,red
1.1432,-3.7413,5.5777,-0.63578,0.0,green
0.96708,3.8426,-4.9314,-4.1323,1.0,red
-1.5322,-5.0966,6.6779,0.17498,1.0,red
4.0127,10.1477,-3.9366,-4.0728,0.0,green
5.3586,3.7557,-1.7345,1.0789,0.0,green
3.1541,-5.1711,6.5991,0.57455,0.0,green
3.4916,8.5709,-3.0326,-0.59182,0.0,green
5.8519,5.3905,-2.4037,-0.061652,0.0,green
-0.12196,8.8068,0.94566,-4.2267,0.0,green
3.0242,-3.3378,2.5865,-0.54785,0.0,green
0.37984,0.70975,0.75716,-0.44441,0.0,green
4.8906,-3.3584,3.4202,1.0905,0.0,green
2.8084,11.3045,-3.3394,-4.4194,0.0,green
-1.3,10.2678,-2.953,-5.8638,0.0,green
2.0421,1.2436,4.2171,0.90429,0.0,green
-0.27802,8.1881,-3.1338,-2.5276,0.0,green
3.8846,-3.0336,2.5334,0.20214,0.0,green
3.0934,-2.9177,2.2232,0.22283,0.0,green
1.5077,1.9596,-3.0584,-0.12243,1.0,red
-3.5801,-12.9309,13.1779,-2.5677,1.0,red
1.0182,9.109,-0.62064,-1.7129,0.0,green
4.0215,-2.1914,2.4648,1.1409,0.0,green
-1.3612,10.694,1.7022,-2.9026,0.0,green
1.0987,0.6394,5.989,-0.58277,0.0,green
-2.1786,-6.4479,6.0344,-0.20777,1.0,red
-0.69745,-1.7672,-0.34474,-0.12372,1.0,red
-1.0941,2.3072,-2.5237,-1.4453,1.0,red
-0.49281,3.0605,-1.8356,-2.834,1.0,red
-0.21888,-2.2038,-0.0954,0.56421,1.0,red
-0.52645,-0.24832,-0.45613,0.41938,1.0,red
-0.2062,9.2207,-3.7044,-6.8103,0.0,green
0.59823,3.5012,-3.9795,-1.7841,1.0,red
4.6765,-3.3895,3.4896,1.4771,0.0,green
4.1529,-3.9358,2.8633,-0.017686,0.0,green
-1.3066,0.25244,0.7623,1.7758,1.0,red
3.7352,9.5911,-3.9032,-3.3487,0.0,green
3.3848,3.2674,0.90967,0.25128,0.0,green
2.4235,9.5332,-3.0789,-2.7746,0.0,green
-1.8439,-8.6475,7.6796,-0.66682,1.0,red
-2.2617,-4.7428,6.3489,0.11162,1.0,red
2.8521,9.171,-3.6461,-1.2047,0.0,green
-1.5252,-6.2534,5.3524,0.59912,1.0,red
-0.55355,-7.9233,6.7156,0.74394,1.0,red
-1.7599,11.9211,2.6756,-3.3241,0.0,green
0.12326,8.9848,-0.9351,-2.4332,0.0,green
-1.8584,7.886,-1.6643,-1.8384,0.0,green
-0.2062,9.2207,-3.7044,-6.8103,0.0,green
-4.577,3.4515,0.66719,-0.94742,1.0,red
-0.69879,-3.3771,4.1211,1.5043,1.0,red
4.6562,7.6398,-2.4243,-1.2384,0.0,green
-3.3884,-8.215,10.3315,0.98187,1.0,red
1.2616,4.4303,-1.3335,-1.7517,0.0,green
0.11806,0.39108,-0.98223,0.42843,1.0,red
3.8213,0.23175,2.0133,2.0564,0.0,green
-2.484,12.1611,2.8204,-3.7418,0.0,green
0.19081,9.1297,-3.725,-5.8224,0.0,green
4.1605,11.2196,-3.6136,-4.0819,0.0,green
5.3915,9.9946,-3.8081,-3.3642,0.0,green
1.3049,-0.15521,6.4911,-0.75346,0.0,green
-0.41965,2.9094,-1.7859,-2.2069,1.0,red
-2.9915,-6.6258,8.6521,1.8198,1.0,red
-1.5075,1.9224,7.1466,0.89136,0.0,green
-2.0529,3.8385,-0.79544,-1.2138,1.0,red
-2.0659,1.0512,-0.46298,-1.0974,1.0,red
-0.278,8.1881,-3.1338,-2.5276,0.0,green
-1.7104,-4.778,6.2109,0.3974,1.0,red
3.4893,6.69,-1.2042,-0.38751,0.0,green
0.11686,3.735,-4.4379,-4.3741,1.0,red
0.77765,5.9781,1.1941,-0.3526,0.0,green
-0.023579,7.1742,0.78457,-0.75734,0.0,green
4.9294,0.27727,0.20792,0.33662,0.0,green
2.9543,1.076,0.64577,0.89394,0.0,green
4.65,-4.8297,3.4553,-0.25174,0.0,green
0.4283,-0.94981,-1.0731,0.3211,1.0,red
4.2406,-2.4852,1.608,0.7155,0.0,green
4.2027,0.22761,0.96108,0.97282,0.0,green
-3.9204,4.0723,-0.23678,-2.1151,1.0,red
-4.4779,7.3708,-0.31218,-6.7754,1.0,red
-2.1405,-0.16762,1.321,-0.20906,1.0,red
-3.518,2.8763,0.1548,-1.2086,1.0,red
-0.89809,-4.4862,2.2009,0.50731,1.0,red
-2.2083,-9.1069,8.9991,-0.28406,1.0,red
-4.0214,-12.8006,15.6199,-0.95647,1.0,red
-0.0068919,9.2931,-0.41243,-1.9638,0.0,green
-1.8974,3.5074,-1.7842,-3.8491,1.0,red
-5.4808,8.1819,0.27818,-5.0323,1.0,red
0.93611,8.6413,-1.6351,-1.3043,0.0,green
-3.0799,0.60836,2.7039,-0.23751,1.0,red
-0.24811,-0.17797,4.9068,0.15429,0.0,green
3.9232,-3.2467,3.4579,0.83705,0.0,green
-3.9594,4.0289,-0.35845,-3.8957,1.0,red
-2.3211,3.166,-1.0002,-2.7151,1.0,red
-0.539,-5.167,3.4399,0.052141,1.0,red
-0.071503,3.7412,-4.5415,-4.2526,1.0,red
4.1736,3.3336,-1.4244,0.60429,0.0,green
3.5156,10.1891,-4.2759,-4.978,0.0,green
0.518,0.25865,-0.84085,0.96118,1.0,red
4.8451,8.1116,-2.9512,-1.4724,0.0,green
-5.1216,-5.3118,10.3846,-1.0612,1.0,red
4.5597,-2.4211,2.6413,1.6168,0.0,green
-2.121,-0.05588,1.949,1.353,1.0,red
3.8644,3.7061,0.70403,0.35214,0.0,green
4.0713,10.4023,-4.1722,-4.7582,0.0,green
2.614,8.0081,-3.7258,-1.3069,0.0,green
-5.0676,-5.1877,10.4266,-0.86725,1.0,red
-0.1269,-1.1505,-0.95138,0.57843,1.0,red
4.068,-2.9363,2.1992,0.50084,0.0,green
1.602,6.1251,0.52924,0.47886,0.0,green
3.7321,-3.884,3.3577,-0.0060486,0.0,green
3.4663,1.1112,1.7425,1.3388,0.0,green
-1.5222,10.8409,2.7827,-4.0974,0.0,green
